n	slug	title	kind	category	sub	kb	file	ext_assets	tech
0	dev21-user_2rQ1QHrJyxpmWMHhqhANzWMc64n-ai-voice-input	[21st.dev] Ai Voice Input (by user_2rQ1QHrJyxpmWMHhqhANzWMc64n)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rQ1QHrJyxpmWMHhqhANzWMc64n-background-paths	[21st.dev] Background Paths (by user_2rQ1QHrJyxpmWMHhqhANzWMc64n)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rQ1QHrJyxpmWMHhqhANzWMc64n-bento-grid	[21st.dev] Bento Grid (by user_2rQ1QHrJyxpmWMHhqhANzWMc64n)	prose	21st.dev Registry	21st_dev	1	prompt.md		bento,tailwind,react
0	dev21-user_2rQ1QHrJyxpmWMHhqhANzWMc64n-creative-pricing	[21st.dev] Creative Pricing (by user_2rQ1QHrJyxpmWMHhqhANzWMc64n)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rQ1QHrJyxpmWMHhqhANzWMc64n-hand-writing-text	[21st.dev] Hand Writing Text (by user_2rQ1QHrJyxpmWMHhqhANzWMc64n)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rQ1QHrJyxpmWMHhqhANzWMc64n-shape-landing-hero	[21st.dev] Shape Landing Hero (by user_2rQ1QHrJyxpmWMHhqhANzWMc64n)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rQ1QHrJyxpmWMHhqhANzWMc64n-v0-ai-chat	[21st.dev] V0 Ai Chat (by user_2rQ1QHrJyxpmWMHhqhANzWMc64n)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rV0b4mwh6SKrMK7lUyQUkzEa92-dark-gradient-pricing	[21st.dev] Dark Gradient Pricing (by user_2rV0b4mwh6SKrMK7lUyQUkzEa92)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rV0b4mwh6SKrMK7lUyQUkzEa92-stagger-testimonials	[21st.dev] Stagger Testimonials (by user_2rV0b4mwh6SKrMK7lUyQUkzEa92)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rV0b4mwh6SKrMK7lUyQUkzEa92-testimonial-cards	[21st.dev] Testimonial Cards (by user_2rV0b4mwh6SKrMK7lUyQUkzEa92)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rWolCuRnJW3DRiuQ5JHrl5kj8a-shining-text	[21st.dev] Shining Text (by user_2rWolCuRnJW3DRiuQ5JHrl5kj8a)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2ra80vx0iKMyQWJ5AESmNfFbCHD-animated-ai-chat	[21st.dev] Animated Ai Chat (by user_2ra80vx0iKMyQWJ5AESmNfFbCHD)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2ra80vx0iKMyQWJ5AESmNfFbCHD-radial-orbital-timeline	[21st.dev] Radial Orbital Timeline (by user_2ra80vx0iKMyQWJ5AESmNfFbCHD)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rguB0QxcSITG2Y7ivePFsKsUU6-gallery4	[21st.dev] Gallery4 (by user_2rguB0QxcSITG2Y7ivePFsKsUU6)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2rmPdOT0hL8MtSnYm8IpqqrYTVg-pricing-interaction	[21st.dev] Pricing Interaction (by user_2rmPdOT0hL8MtSnYm8IpqqrYTVg)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2sAqoiqsju5FgfPpyDU67flpOxe-neon-button	[21st.dev] Neon Button (by user_2sAqoiqsju5FgfPpyDU67flpOxe)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2sdAd21yCZlZRkVtZyf4K8ogkBh-animated-cards-stack	[21st.dev] Animated Cards Stack (by user_2sdAd21yCZlZRkVtZyf4K8ogkBh)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2tUYFzCDCVfrMrVC3TfB9DUBAyx-features-8	[21st.dev] Features 8 (by user_2tUYFzCDCVfrMrVC3TfB9DUBAyx)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2tWTE0rCrloVAVylFPYfp10xU92-testimonials-columns-1	[21st.dev] Testimonials Columns 1 (by user_2tWTE0rCrloVAVylFPYfp10xU92)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2tkbBPFWYn8YMjZNHwgIuP3yzvd-agent-plan	[21st.dev] Agent Plan (by user_2tkbBPFWYn8YMjZNHwgIuP3yzvd)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2ue7h0Xyywk5R5wzsNX1W8bcJq3-animated-text-cycle	[21st.dev] Animated Text Cycle (by user_2ue7h0Xyywk5R5wzsNX1W8bcJq3)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2wfnj4jcSPR8JWRk7tpzrihdDV8-scroll-expansion-hero	[21st.dev] Scroll Expansion Hero (by user_2wfnj4jcSPR8JWRk7tpzrihdDV8)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2xJxXqdwWohYrdd6fiMYrS9hbmO-ai-prompt-box	[21st.dev] Ai Prompt Box (by user_2xJxXqdwWohYrdd6fiMYrS9hbmO)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_2xJxXqdwWohYrdd6fiMYrS9hbmO-cinematic-landing-hero	[21st.dev] Cinematic Landing Hero (by user_2xJxXqdwWohYrdd6fiMYrS9hbmO)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_Codehagen-display-cards	[21st.dev] Display Cards (by user_Codehagen)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_Codehagen-pricing	[21st.dev] Pricing (by user_Codehagen)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_aceternity-animated-testimonials	[21st.dev] Animated Testimonials (by user_aceternity)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_aceternity-aurora-background	[21st.dev] Aurora Background (by user_aceternity)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_aceternity-bento-grid	[21st.dev] Bento Grid (by user_aceternity)	prose	21st.dev Registry	21st_dev	1	prompt.md		bento,tailwind,react
0	dev21-user_aceternity-container-scroll-animation	[21st.dev] Container Scroll Animation (by user_aceternity)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_aceternity-glowing-effect	[21st.dev] Glowing Effect (by user_aceternity)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_aceternity-link-preview	[21st.dev] Link Preview (by user_aceternity)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_aymanch-03-pricing-section	[21st.dev] Pricing Section (by user_aymanch-03)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_ayushmxxn-theme-toggle	[21st.dev] Theme Toggle (by user_ayushmxxn)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_danielpetho-typewriter	[21st.dev] Typewriter (by user_danielpetho)	prose	21st.dev Registry	21st_dev	1	prompt.md		split-text,tailwind,react
0	dev21-user_hari-reveal-images	[21st.dev] Reveal Images (by user_hari)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_magicui-interactive-hover-button	[21st.dev] Interactive Hover Button (by user_magicui)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_magicui-rainbow-button	[21st.dev] Rainbow Button (by user_magicui)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_magicui-text-reveal	[21st.dev] Text Reveal (by user_magicui)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_motion_primitives-text-effect	[21st.dev] Text Effect (by user_motion_primitives)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_motion_primitives-text-shimmer	[21st.dev] Text Shimmer (by user_motion_primitives)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_tommyjepsen-pricing-section-with-comparison	[21st.dev] Pricing Section With Comparison (by user_tommyjepsen)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-user_victorwelander-gooey-text-morphing	[21st.dev] Gooey Text Morphing (by user_victorwelander)	prose	21st.dev Registry	21st_dev	1	prompt.md		tailwind,react
0	dev21-xubohuah-particle-text-effect	[21st.dev] Particle Text Effect (by xubohuah)	prose	21st.dev Registry	21st_dev	1	prompt.md		particles,tailwind,react
0	hx-aeron-neoshell-hero	[HorizonX] AERON NeoShell Hero	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-all-in-one	[HorizonX] All in one	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-ally	[HorizonX] Ally	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-alpine-lake	[HorizonX] Alpine Lake	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-arc0050	[HorizonX] ARC0050	prose	HorizonX Library	horizonx	1	prompt.md		three,gsap,glass,tailwind,react
0	hx-atelier-sneakers	[HorizonX] Atelier Sneakers	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-atomic	[HorizonX] Atomic	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-aurel-liquid-hero	[HorizonX] Aurel Liquid Hero	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-bakery-packaging	[HorizonX] Bakery Packaging	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-beaded-deer-sunset	[HorizonX] Beaded Deer Sunset	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-beaded-palace	[HorizonX] Beaded Palace	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-car-showroom	[HorizonX] Car Showroom	prose	HorizonX Library	horizonx	1	prompt.md		webgl,gsap,glass,tailwind,react
0	hx-card	[HorizonX] Card	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-charcoal-mesa-cliff-terrain	[HorizonX] Charcoal Mesa Cliff Terrain	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-cinderline	[HorizonX] Cinderline	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-coastal-lighthouse	[HorizonX] Coastal Lighthouse	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-cookie-consent	[HorizonX] Cookie Consent Ideas	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-cool-wave-layers	[HorizonX] Cool Wave Layers	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-coral-soft-dunes-terrain	[HorizonX] Coral Soft Dunes Terrain	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-cottage-meadow	[HorizonX] Cottage Meadow	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-coverflow-carousel	[HorizonX] CoverFlow Carousel	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-cyberdog	[HorizonX] Cyberdog	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-cybertruck	[HorizonX] Cybertruck	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-digital-money	[HorizonX] Digital Money	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-digital-wave-field-hero	[HorizonX] Digital Wave Field Hero	prose	HorizonX Library	horizonx	1	prompt.md		three,gsap,glass,tailwind,react
0	hx-dune	[HorizonX] Dune	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-ecco	[HorizonX] ECCO	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-eidolon-monolith-hero	[HorizonX] EIDOLON Monolith Hero	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-ellison	[HorizonX] ELLISON	prose	HorizonX Library	horizonx	1	prompt.md		gsap,lenis,glass,tailwind,react
0	hx-epic-valley	[HorizonX] Epic Valley	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-facial-fusion	[HorizonX] Facial Fusion	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-finance-app	[HorizonX] Finance App	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-fine-jewelry	[HorizonX] Fine Jewelry	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-forest-soft-dunes-terrain	[HorizonX] Forest Soft Dunes Terrain	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-fragrance-maison	[HorizonX] Fragrance Maison	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-future-2	[HorizonX] Future 2.0	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-golden-pixel-horse	[HorizonX] Golden Pixel Horse	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-good-move	[HorizonX] Good Move	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-gsap-scroll-motion-lab	[HorizonX] GSAP Scroll Motion Lab	prose	HorizonX Library	horizonx	1	prompt.md		gsap,scrolltrigger,glass,tailwind,react
0	hx-halo-ring	[HorizonX] Gallery Ring — Interactive 3D Showcase	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-hand-prosthesis-simulator	[HorizonX] Hand Prosthesis Simulator	prose	HorizonX Library	horizonx	1	prompt.md		three,webgl,gsap,glass,tailwind,react
0	hx-hemlt	[HorizonX] Hemlt	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-ichiban	[HorizonX] ICHIBAN	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-interactive-carousel	[HorizonX] Interactive Carousel	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-iris-meadow	[HorizonX] Iris Meadow	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-juicy-fres	[HorizonX] Juicy Fres	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-kivra	[HorizonX] KIVRA	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-kronos	[HorizonX] Kronos	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-legion-age	[HorizonX] Legion Age	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-logitech	[HorizonX] Logitech	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-luminous-topo	[HorizonX] Luminous Topo	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-lunarix-one	[HorizonX] Lunarix One	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-lux-watch-imagery	[HorizonX] Atelier Watch	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-medlio	[HorizonX] Medlio	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-morpho	[HorizonX] MORPHO — 3D Particles Simulator	prose	HorizonX Library	horizonx	1	prompt.md		webgl,particles,gsap,glass,tailwind,react
0	hx-mosk	[HorizonX] Mosk	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react,dark
0	hx-moss-terrain-colorways	[HorizonX] Moss Terrain Colorways	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-mountain-lake	[HorizonX] Mountain Lake	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-natural-app	[HorizonX] Natural App	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-neon-pricing	[HorizonX] Neon Pricing	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-nissan	[HorizonX] Nissan	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-noctuary	[HorizonX] Noctuary	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-ntx	[HorizonX] NTX	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-nvidia	[HorizonX] Nvidia	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-olive-bowl-terrain	[HorizonX] Olive Bowl Terrain	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-oppo	[HorizonX] Oppo	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-pastoral-meadow	[HorizonX] Soft Meadow	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-personal	[HorizonX] Personal	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-pink-fluffy	[HorizonX] Pink Fluffy	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-premium-audio	[HorizonX] Premium Audio	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-pricing-component	[HorizonX] Pricing Component	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-pulso	[HorizonX] PULSO	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,marquee,tailwind,react
0	hx-purple-coral-waves	[HorizonX] Purple Coral Waves	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-rabbit	[HorizonX] Rabbit	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-rayban	[HorizonX] Rayban	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-realy	[HorizonX] REALY	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-sculptural-lighting	[HorizonX] Sculptural Lighting	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-sky-cloudscape	[HorizonX] Sky Cloudscape	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-spirits-cellar	[HorizonX] Spirits Cellar	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-stryx-brand-system	[HorizonX] STRYX Brand System	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-teal-alpine-ridges-terrain	[HorizonX] Teal Alpine Ridges Terrain	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
